ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,,,ECG_DATA_STORE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.235
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.195
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.165
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.005
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.005
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.065
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.055
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.065
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.065
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.085
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.085
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.075
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.065
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.105
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.105
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.075
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.095
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.095
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.085
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.005
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.135
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.115
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.035
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.165
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.075
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.57
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.71
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.51
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.155
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.145
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.135
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.125
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.105
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.055
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.075
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.155
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.225
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.275
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.185
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.035
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.005
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.035
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.055
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.075
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.075
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.095
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.085
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.135
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.085
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.005
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.055
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.195
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.145
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.645
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.795
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.505
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.165
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.115
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.075
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.075
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.065
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.115
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.165
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.245
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.285
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.185
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.045
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.065
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.055
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.045
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.095
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.075
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.095
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.085
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.095
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.125
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.055
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.035
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.125
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.005
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.745
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.275
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.855
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.65
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.355
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.155
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.135
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.075
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.085
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.055
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.065
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.285
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.275
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.065
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.075
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.055
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.055
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.055
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.095
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.125
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.135
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.085
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.145
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.135
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.065
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.225
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.225
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.615
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.475
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.185
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.885
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.615
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.335
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.155
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.115
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.225
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.285
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.235
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.045
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.045
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.045
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.045
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.065
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.055
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.065
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.095
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.075
