ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,,,ECG_DATA_STORE
-4.3335,1.4731,11.6818,-2.1123,3.6183,8.8666,-1.1325,-0.9584,3.3325,-2.2267,0.789,-0.4667,11.1888,-5.21,-20.85,10.76,174.29,-26.38,12.96,2,64.111,13.041683,77.590034,2616.85,NaN,19.94,12.226105,182.6,21 / 32,183552,2021-03-13 18:21:02:074,,,-0.05
-0.4266,5.3214,6.4145,0.0645,6.3225,7.4962,-0.2735,-0.8931,0.0689,0.2239,-0.4775,0.0235,8.3916,-2.67,-14.3,17.21,171.73,-40.14,-0.49,2,70.057,13.041683,77.590034,2616.85,NaN,19.94,12.226105,182.6,21 / 32,184052,2021-03-13 18:21:02:574,,,-0.05
0.0467,5.4897,7.5951,-0.204,6.0759,7.695,0.0187,0.4422,0.5397,0.2983,0.2319,0.2521,11.1888,-5.37,-13.97,15.53,167.7,-38.28,1.52,2,67.103,13.041683,77.590034,2616.85,NaN,19.94,12.226105,182.6,21 / 32,184550,2021-03-13 18:21:03:072,,,-0.17
1.3412,6.4887,6.8882,0.7534,6.7726,7.0523,0.791,0.6238,0.073,0.0346,0.0555,-0.1897,11.1888,-2.35,-13.57,17.53,171.43,-42.11,-4.37,2,66.288,13.041683,77.590034,2616.85,NaN,19.94,12.226105,182.6,21 / 32,185051,2021-03-13 18:21:03:573,,,-0.205
0.4103,6.1935,5.911,0.5601,6.7739,7.069,0.0245,-0.1306,-0.6821,0.3506,0.1598,0.1473,13.986,-2.47,-14.27,17.83,169.63,-41.23,-6.6,2,71.719,13.041683,77.590034,2616.85,NaN,19.94,12.226105,182.6,21 / 32,185551,2021-03-13 18:21:04:073,,,-0.215
1.0933,6.027,5.4049,0.937,6.875,6.9301,0.2256,-0.0912,0.0287,0.0599,0.0355,0.0639,13.986,-2.48,-12.4,17.48,168.1,-43.52,-7.63,2,65.94,13.041683,77.590034,2616.85,NaN,19.94,12.226105,182.6,21 / 32,186051,2021-03-13 18:21:04:573,,,-0.175
1.7427,6.6987,6.8328,1.0922,6.9101,6.8722,0.2757,0.1885,1.047,0.0351,0.0305,0.0032,11.1888,-2.48,-11.58,18.79,167.02,-44.8,-9.03,2,65.17,13.041683,77.590034,2616.85,NaN,19.94,12.226105,182.6,21 / 32,186552,2021-03-13 18:21:05:074,,,-0.21
1.5605,6.8663,5.622,0.9075,6.8287,6.9797,0.3762,-0.6004,0.6651,-0.1476,0.1044,-0.0985,11.1888,-2.16,-11.8,17.62,168.12,-43.34,-7.64,2,64.058,13.041683,77.590034,2616.85,NaN,19.94,12.226105,182.6,21 / 32,187051,2021-03-13 18:21:05:573,,,-0.215
1.1435,6.9473,6.2158,0.9408,6.8034,7,0.5305,0.6906,-0.0047,-0.1589,0.0312,-0.033,8.3916,-1.09,-11.37,19.29,170.68,-43.83,-7.37,2,67.262,13.041683,77.590034,2616.85,NaN,19.94,12.226105,182.6,21 / 32,187551,2021-03-13 18:21:06:073,,,0.175
0.9472,6.1877,5.2085,1.1546,6.8635,6.9087,0.2073,-0.3665,-0.271,0.0728,-0.159,0.0043,11.1888,0.16,-11.36,18.76,171.99,-43.4,-8.9,2,68.986,13.041683,77.590034,2616.85,NaN,19.94,12.226105,182.6,21 / 32,188051,2021-03-13 18:21:06:573,,,1.09
2.0509,5.3765,7.9262,1.8145,6.8767,6.7519,0.8648,-0.5666,-1.1078,-0.1695,-0.1178,-0.0759,11.1888,-2.13,-8.3,18.69,159.35,-44.53,-15.04,2,66.925,13.041683,77.590034,2616.85,NaN,19.94,12.226105,182.6,21 / 32,188551,2021-03-13 18:21:07:073,,,1.7
1.3765,5.7886,6.3201,1.4281,6.4491,7.2484,0.3678,-0.6746,-0.8016,-0.178,-0.0951,0.0852,13.986,-0.79,-9.34,16.96,165.38,-41.02,-12.24,2,72.758,13.041683,77.590034,2616.85,NaN,19.94,12.226105,182.6,21 / 32,189051,2021-03-13 18:21:07:573,,,0.335
0.7403,5.4804,5.6025,1.5581,6.0305,7.5747,-0.8897,-0.4047,-1.3944,-1.1516,-0.3294,-0.1079,11.1888,-2.06,-10.18,16.28,165.32,-37.84,-9.28,2,72.456,13.041683,77.590034,2616.85,NaN,19.94,12.226105,182.6,21 / 32,189550,2021-03-13 18:21:08:072,,,-0.615
4.2979,2.967,9.3332,3.2149,4.5436,8.0741,0.9087,-0.9369,2.7872,-0.6307,0.0372,0.2572,11.1888,0.76,-22.65,8.68,173.65,-26.88,-23.81,2,72.919,13.041683,77.590034,2616.85,NaN,19.94,12.226105,182.6,21 / 32,190052,2021-03-13 18:21:08:574,,,-0.705
2.6388,4.6425,7.7918,2.7606,4.8864,8.0419,-0.2648,-0.1559,0.3807,0.0419,0.018,-0.1548,11.1888,3.29,-22.31,10.24,179.13,-27.87,-18.72,2,72.095,13.041683,77.590034,2616.85,NaN,19.94,12.226105,182.6,21 / 32,190552,2021-03-13 18:21:09:074,,,-0.46
2.4962,4.2143,7.4433,2.248,4.4695,8.4345,1.4171,-0.3253,1.6069,0.1838,0.1844,-0.21,13.986,0.59,-21.71,8.25,176.66,-28.45,-16.77,2,69.495,13.041683,77.590034,2616.85,NaN,19.94,12.226105,182.6,21 / 32,191051,2021-03-13 18:21:09:573,,,-0.175
1.3091,6.7462,6.7001,1.2787,6.668,7.0763,-0.0468,-0.3523,1.6018,0.1654,0.1929,-0.018,13.986,5.2,-18.59,14.29,185.81,-42.84,-10.24,2,69.446,13.041683,77.590034,2616.85,NaN,19.94,12.226105,182.6,21 / 32,191551,2021-03-13 18:21:10:073,,,-0.165
0.3029,7.1423,9.0517,1.1333,6.5812,7.1814,0.3494,0.9399,3.2099,-0.0026,0.2045,-0.0396,4.662,5.22,-19.74,14.51,185.87,-42.15,-8.97,2,66.862,13.041683,77.590034,2616.85,NaN,19.94,12.226105,182.6,21 / 32,192051,2021-03-13 18:21:10:573,,,-0.145
2.1046,7.8827,7.4156,1.8161,6.815,6.8138,-0.4144,0.2575,-0.478,-0.1204,-0.1777,-0.0636,13.986,6.94,-18.28,15.26,186.82,-44.02,-14.92,2,69.885,13.041683,77.590034,2616.85,NaN,19.94,12.226105,182.6,21 / 32,192551,2021-03-13 18:21:11:073,,,-0.155
1.0522,7.0414,6.1853,1.6369,7.0049,6.6651,-0.6843,-0.1308,-0.6033,-0.1561,-0.1799,0.0157,13.986,6.64,-17.94,15.59,187.43,-46.07,-12.94,2,67.898,13.041683,77.590034,2616.85,NaN,19.94,12.226105,182.6,21 / 32,193051,2021-03-13 18:21:11:573,,,-0.115
0.8128,7.3769,8.3178,1.6174,6.8899,6.7885,-0.3755,0.6334,2.445,0.0625,-0.0717,0.0416,10.2564,7.43,-18.42,15.73,187.1,-44.63,-13.4,2,66.97,13.041683,77.590034,2616.85,NaN,19.94,12.226105,182.6,21 / 32,193551,2021-03-13 18:21:12:073,,,-0.12
1.7756,6.987,8.1126,1.7881,6.7759,6.86,-0.2189,0.4411,2.38,0.0899,-0.0134,-0.048,13.986,7.47,-16.78,12.47,189.87,-43.71,-14.61,2,70.451,13.041683,77.590034,2616.85,NaN,19.94,12.226105,182.6,21 / 32,194051,2021-03-13 18:21:12:573,,,-0.105
1.5557,8.038,8.366,1.6295,7.0313,6.6389,-0.4496,1.0739,-0.3901,0.1097,0.1094,0.0141,13.986,8.47,-17.38,14.69,190.05,-45.81,-13.79,2,70.115,13.041683,77.590034,2616.85,NaN,19.94,12.226105,182.6,21 / 32,194551,2021-03-13 18:21:13:073,,,-0.105
1.2396,6.489,6.3916,1.6891,6.9859,6.6719,-0.1899,-0.5882,-0.6905,0.0749,-0.0022,-7.00E-04,12.1212,8.31,-18.02,14.3,190.9,-45.6,-13.34,2,66.796,13.041683,77.590034,2616.85,NaN,19.94,12.226105,182.6,21 / 32,195051,2021-03-13 18:21:13:573,,,-0.085
1.5499,6.5523,6.4856,1.6974,6.954,6.7031,-0.163,0.2153,1.1227,-0.0718,-0.1022,-0.0165,10.2564,7.82,-18.04,13.63,190.32,-45.16,-14.21,2,66.68,13.041683,77.590034,2616.85,NaN,19.94,12.226105,182.6,21 / 32,195551,2021-03-13 18:21:14:073,,,-0.06
1.1028,7.1002,6.6946,1.5867,7.0055,6.6765,0.0585,0.2893,0.741,-0.0733,-0.0296,-0.0323,12.1212,7.4,-18.57,14.7,187.65,-45.59,-13.37,2,66.107,13.041683,77.590034,2616.85,NaN,19.94,12.226105,182.6,21 / 32,196051,2021-03-13 18:21:14:573,,,-0.015
1.255,6.4158,7.8479,1.6476,6.791,6.8802,-0.8948,-0.4436,-0.6302,0.057,0.0103,0.0161,13.986,7.94,-19.24,13.34,191.31,-43.83,-13.47,2,64.954,13.041683,77.590034,2616.85,NaN,19.94,12.226105,182.6,21 / 32,196551,2021-03-13 18:21:15:073,,,-0.005
